idx_i,userName_i,idx_j,userName_j,match
18701,@Davidxvx,18700,davidxvx,1
18702,DavidRuiz,18703,daviduruiz,1
18702,DavidRuiz,18704,@DavidURuiz,1
18703,daviduruiz,18702,DavidRuiz,1
18703,daviduruiz,18704,@DavidURuiz,1
18704,@DavidURuiz,18702,DavidRuiz,1
18704,@DavidURuiz,18703,daviduruiz,1
18705,DavidvanBallegooijen,18706,davidvb,1
18705,DavidvanBallegooijen,18707,@davidvb,1
18706,davidvb,18705,DavidvanBallegooijen,1
18706,davidvb,18707,@davidvb,1
18707,@davidvb,18705,DavidvanBallegooijen,1
18707,@davidvb,18706,davidvb,1
18708,DavidVidorreta,18709,davidorreta,1
18708,DavidVidorreta,18710,@davidorreta,1
18709,davidorreta,18708,DavidVidorreta,1
18709,davidorreta,18710,@davidorreta,1
18710,@davidorreta,18708,DavidVidorreta,1
18710,@davidorreta,18709,davidorreta,1
18711,DavidVKimball,18712,davidvkimball,1
18711,DavidVKimball,18713,@davidvkimball,1
18712,davidvkimball,18711,DavidVKimball,1
18712,davidvkimball,18713,@davidvkimball,1
18713,@davidvkimball,18711,DavidVKimball,1
18713,@davidvkimball,18712,davidvkimball,1
18714,DavidWeaverSun,18715,dcw51,1
18714,DavidWeaverSun,18716,@davidweaverjr,1
18715,dcw51,18714,DavidWeaverSun,1
18715,dcw51,18716,@davidweaverjr,1
18716,@davidweaverjr,18714,DavidWeaverSun,1
18716,@davidweaverjr,18715,dcw51,1
18717,DavidMelndezHernndez,18718,daviedomh,1
18717,DavidMelndezHernndez,18719,@Web_David,1
18718,daviedomh,18717,DavidMelndezHernndez,1
18718,daviedomh,18719,@Web_David,1
18719,@Web_David,18717,DavidMelndezHernndez,1
18719,@Web_David,18718,daviedomh,1
18720,DavidYancey,18721,davidyancey,1
18720,DavidYancey,18722,@DavidYancey,1
18721,davidyancey,18720,DavidYancey,1
18721,davidyancey,18722,@DavidYancey,1
18722,@DavidYancey,18720,DavidYancey,1
18722,@DavidYancey,18721,davidyancey,1
18723,davigides,18724,davigimon,1
18723,davigides,18725,@davigimon,1
18724,davigimon,18723,davigides,1
18724,davigimon,18725,@davigimon,1
18725,@davigimon,18723,davigides,1
18725,@davigimon,18724,davigimon,1
18726,JacobDavis2007,18727,davisj2007,1
18726,JacobDavis2007,18728,@davisj2007,1
18727,davisj2007,18726,JacobDavis2007,1
18727,davisj2007,18728,@davisj2007,1
18728,@davisj2007,18726,JacobDavis2007,1
18728,@davisj2007,18727,davisj2007,1
18729,DavisPaul,18730,davispaul,1
18729,DavisPaul,18731,@davis_paul,1
18730,davispaul,18729,DavisPaul,1
18730,davispaul,18731,@davis_paul,1
18731,@davis_paul,18729,DavisPaul,1
18731,@davis_paul,18730,davispaul,1
18732,RodrigoHonorato,18733,dawghouston,1
18732,RodrigoHonorato,18734,@Dawg_Houston,1
18733,dawghouston,18732,RodrigoHonorato,1
18733,dawghouston,18734,@Dawg_Houston,1
18734,@Dawg_Houston,18732,RodrigoHonorato,1
18734,@Dawg_Houston,18733,dawghouston,1
18735,DawidPiaskowski,18736,dawidpiaskowski,1
18735,DawidPiaskowski,18737,@DawidPiaskowski,1
18736,dawidpiaskowski,18735,DawidPiaskowski,1
18736,dawidpiaskowski,18737,@DawidPiaskowski,1
18737,@DawidPiaskowski,18735,DawidPiaskowski,1
18737,@DawidPiaskowski,18736,dawidpiaskowski,1
18738,DawnJ.Fraser,18739,dawnfraser,1
18738,DawnJ.Fraser,18740,@dfrizzlecomedy,1
18739,dawnfraser,18738,DawnJ.Fraser,1
18739,dawnfraser,18740,@dfrizzlecomedy,1
18740,@dfrizzlecomedy,18738,DawnJ.Fraser,1
18740,@dfrizzlecomedy,18739,dawnfraser,1
18741,DawnJensen,18742,dawnjensen,1
18741,DawnJensen,18743,@virtualoptions,1
18742,dawnjensen,18741,DawnJensen,1
18742,dawnjensen,18743,@virtualoptions,1
18743,@virtualoptions,18741,DawnJensen,1
18743,@virtualoptions,18742,dawnjensen,1
18744,DawnNewton,18745,goreckidawn,1
18744,DawnNewton,18746,@Healthy_Planet,1
18745,goreckidawn,18744,DawnNewton,1
18745,goreckidawn,18746,@Healthy_Planet,1
18746,@Healthy_Planet,18744,DawnNewton,1
18746,@Healthy_Planet,18745,goreckidawn,1
18747,DawnNiermann,18748,dniermann,1
18747,DawnNiermann,18749,@dawnniermann,1
18748,dniermann,18747,DawnNiermann,1
18748,dniermann,18749,@dawnniermann,1
18749,@dawnniermann,18747,DawnNiermann,1
18749,@dawnniermann,18748,dniermann,1
18750,DaynWilberding,18751,dayn,1
18750,DaynWilberding,18752,@dayn,1
18751,dayn,18750,DaynWilberding,1
18751,dayn,18752,@dayn,1
18752,@dayn,18750,DaynWilberding,1
18752,@dayn,18751,dayn,1
18753,DaynahMorita,18754,daynah,1
18753,DaynahMorita,18755,@daynah,1
18754,daynah,18753,DaynahMorita,1
18754,daynah,18755,@daynah,1
18755,@daynah,18753,DaynahMorita,1
18755,@daynah,18754,daynah,1
18756,DaynJohnson,18757,daynwj,1
18756,DaynJohnson,18758,@DaynWJ,1
18757,daynwj,18756,DaynJohnson,1
18757,daynwj,18758,@DaynWJ,1
18758,@DaynWJ,18756,DaynJohnson,1
18758,@DaynWJ,18757,daynwj,1
18759,DevikaPoduval,18760,dayveeka,1
18759,DevikaPoduval,18761,@Dayveeka,1
18760,dayveeka,18759,DevikaPoduval,1
18760,dayveeka,18761,@Dayveeka,1
18761,@Dayveeka,18759,DevikaPoduval,1
18761,@Dayveeka,18760,dayveeka,1
18762,JenniferJonesHamrick,18763,dazeofadventure,1
18762,JenniferJonesHamrick,18764,@dazeofadventure,1
18763,dazeofadventure,18762,JenniferJonesHamrick,1
18763,dazeofadventure,18764,@dazeofadventure,1
18764,@dazeofadventure,18762,JenniferJonesHamrick,1
18764,@dazeofadventure,18763,dazeofadventure,1
18765,DaziaPineda,18766,daz_angie,1
18765,DaziaPineda,18767,@daz_angie,1
18766,daz_angie,18765,DaziaPineda,1
18766,daz_angie,18767,@daz_angie,1
18767,@daz_angie,18765,DaziaPineda,1
18767,@daz_angie,18766,daz_angie,1
18768,DaveBentley,18769,davebdc,1
18768,DaveBentley,18770,@dave_bentley,1
18769,davebdc,18768,DaveBentley,1
18769,davebdc,18770,@dave_bentley,1
18770,@dave_bentley,18768,DaveBentley,1
18770,@dave_bentley,18769,davebdc,1
18771,DavidBerkowitzNY,18772,dberkowitz,1
18771,DavidBerkowitzNY,18773,@dberkowitz,1
18772,dberkowitz,18771,DavidBerkowitzNY,1
18772,dberkowitz,18773,@dberkowitz,1
18773,@dberkowitz,18771,DavidBerkowitzNY,1
18773,@dberkowitz,18772,dberkowitz,1
18774,DavidBHaffey,18775,dbhaffey,1
18774,DavidBHaffey,18776,@dbhaffey,1
18775,dbhaffey,18774,DavidBHaffey,1
18775,dbhaffey,18776,@dbhaffey,1
18776,@dbhaffey,18774,DavidBHaffey,1
18776,@dbhaffey,18775,dbhaffey,1
18777,DarnishaBishop,18778,darnishabee,1
18777,DarnishaBishop,18779,@DarnishaBee,1
18778,darnishabee,18777,DarnishaBishop,1
18778,darnishabee,18779,@DarnishaBee,1
18779,@DarnishaBee,18777,DarnishaBishop,1
18779,@DarnishaBee,18778,darnishabee,1
18780,DavidBensonLTD,18781,davidbenson,1
18780,DavidBensonLTD,18782,@dbproductionLtd,1
18781,davidbenson,18780,DavidBensonLTD,1
18781,davidbenson,18782,@dbproductionLtd,1
18782,@dbproductionLtd,18780,DavidBensonLTD,1
18782,@dbproductionLtd,18781,davidbenson,1
18783,AndyMcMahon,18784,dciandy,1
18783,AndyMcMahon,18785,@dciandy,1
18784,dciandy,18783,AndyMcMahon,1
18784,dciandy,18785,@dciandy,1
18785,@dciandy,18783,AndyMcMahon,1
18785,@dciandy,18784,dciandy,1
18786,DavidCosand,18787,dcosand,1
18786,DavidCosand,18788,@davidcosand,1
18787,dcosand,18786,DavidCosand,1
18787,dcosand,18788,@davidcosand,1
18788,@davidcosand,18786,DavidCosand,1
18788,@davidcosand,18787,dcosand,1
18789,DavidDCSmall,18790,dcsmall14,1
18789,DavidDCSmall,18791,@VouxCroux,1
18790,dcsmall14,18789,DavidDCSmall,1
18790,dcsmall14,18791,@VouxCroux,1
18791,@VouxCroux,18789,DavidDCSmall,1
18791,@VouxCroux,18790,dcsmall14,1
18792,DialisonCleberVitti,18793,dcvitti,1
18792,DialisonCleberVitti,18794,@dcvitti,1
18793,dcvitti,18792,DialisonCleberVitti,1
18793,dcvitti,18794,@dcvitti,1
18794,@dcvitti,18792,DialisonCleberVitti,1
18794,@dcvitti,18793,dcvitti,1
18795,DavidDerr,18796,d2stud,1
18795,DavidDerr,18797,@DavidDerr,1
18796,d2stud,18795,DavidDerr,1
18796,d2stud,18797,@DavidDerr,1
18797,@DavidDerr,18795,DavidDerr,1
18797,@DavidDerr,18796,d2stud,1
18798,DerekDeVries,18799,derekdevries,1
18798,DerekDeVries,18800,@derekdevries,1
18799,derekdevries,18798,DerekDeVries,1
18799,derekdevries,18800,@derekdevries,1
18800,@derekdevries,18798,DerekDeVries,1
18800,@derekdevries,18799,derekdevries,1
18801,sergiolopezdeabaria,18802,deabaria,1
18801,sergiolopezdeabaria,18803,@deabariacom,1
18802,deabaria,18801,sergiolopezdeabaria,1
18802,deabaria,18803,@deabariacom,1
18803,@deabariacom,18801,sergiolopezdeabaria,1
18803,@deabariacom,18802,deabaria,1
18804,DavidDeanSO,18805,serialoptimist,1
18804,DavidDeanSO,18806,@Serial_Optimist,1
18805,serialoptimist,18804,DavidDeanSO,1
18805,serialoptimist,18806,@Serial_Optimist,1
18806,@Serial_Optimist,18804,DavidDeanSO,1
18806,@Serial_Optimist,18805,serialoptimist,1
18807,DeanMarsden,18808,deanmarsden,1
18807,DeanMarsden,18809,@Koozai_Dean,1
18808,deanmarsden,18807,DeanMarsden,1
18808,deanmarsden,18809,@Koozai_Dean,1
18809,@Koozai_Dean,18807,DeanMarsden,1
18809,@Koozai_Dean,18808,deanmarsden,1
18810,DeanMeyers,18811,vizworld,1
18810,DeanMeyers,18812,@deanmeistr,1
18811,vizworld,18810,DeanMeyers,1
18811,vizworld,18812,@deanmeistr,1
18812,@deanmeistr,18810,DeanMeyers,1
18812,@deanmeistr,18811,vizworld,1
18813,DeanOuellette,18814,deanouellette,1
18813,DeanOuellette,18815,@DeanOuellette,1
18814,deanouellette,18813,DeanOuellette,1
18814,deanouellette,18815,@DeanOuellette,1
18815,@DeanOuellette,18813,DeanOuellette,1
18815,@DeanOuellette,18814,deanouellette,1
18816,GinClear,18817,deanwo,1
18816,GinClear,18818,@deanwo,1
18817,deanwo,18816,GinClear,1
18817,deanwo,18818,@deanwo,1
18818,@deanwo,18816,GinClear,1
18818,@deanwo,18817,deanwo,1
18819,DhruvPatelDearDhruv,18820,deardhruv,1
18819,DhruvPatelDearDhruv,18821,@DearDhruv,1
18820,deardhruv,18819,DhruvPatelDearDhruv,1
18820,deardhruv,18821,@DearDhruv,1
18821,@DearDhruv,18819,DhruvPatelDearDhruv,1
18821,@DearDhruv,18820,deardhruv,1
18822,DeaydrePulliam,18823,deaydre,1
18822,DeaydrePulliam,18824,@SunshineHHAOrg,1
18823,deaydre,18822,DeaydrePulliam,1
18823,deaydre,18824,@SunshineHHAOrg,1
18824,@SunshineHHAOrg,18822,DeaydrePulliam,1
18824,@SunshineHHAOrg,18823,deaydre,1
18825,DebbieGioquindo,18826,hvwinegoddess,1
18825,DebbieGioquindo,18827,@hvwinegoddess,1
18826,hvwinegoddess,18825,DebbieGioquindo,1
18826,hvwinegoddess,18827,@hvwinegoddess,1
18827,@hvwinegoddess,18825,DebbieGioquindo,1
18827,@hvwinegoddess,18826,hvwinegoddess,1
18828,DebKing,18829,beinthegroove,1
18828,DebKing,18830,@DebKingGroove,1
18829,beinthegroove,18828,DebKing,1
18829,beinthegroove,18830,@DebKingGroove,1
18830,@DebKingGroove,18828,DebKing,1
18830,@DebKingGroove,18829,beinthegroove,1
18831,DebS3,18832,debmomof3,1
18831,DebS3,18833,@DebMomOf3,1
18832,debmomof3,18831,DebS3,1
18832,debmomof3,18833,@DebMomOf3,1
18833,@DebMomOf3,18831,DebS3,1
18833,@DebMomOf3,18832,debmomof3,1
18834,DeborahPagliuca,18835,propserina,1
18834,DeborahPagliuca,18836,@propserina,1
18835,propserina,18834,DeborahPagliuca,1
18835,propserina,18836,@propserina,1
18836,@propserina,18834,DeborahPagliuca,1
18836,@propserina,18835,propserina,1
18837,debkoma,18838,dcdeb52,1
18837,debkoma,18839,@dmk_allears,1
18838,dcdeb52,18837,debkoma,1
18838,dcdeb52,18839,@dmk_allears,1
18839,@dmk_allears,18837,debkoma,1
18839,@dmk_allears,18838,dcdeb52,1
18840,DeborahRosier,18841,debrosi,1
18840,DeborahRosier,18842,@Debrosi,1
18841,debrosi,18840,DeborahRosier,1
18841,debrosi,18842,@Debrosi,1
18842,@Debrosi,18840,DeborahRosier,1
18842,@Debrosi,18841,debrosi,1
18843,DebsuvraGhosh,18844,debsuvra,1
18843,DebsuvraGhosh,18845,@debsuvra,1
18844,debsuvra,18843,DebsuvraGhosh,1
18844,debsuvra,18845,@debsuvra,1
18845,@debsuvra,18843,DebsuvraGhosh,1
18845,@debsuvra,18844,debsuvra,1
18846,DavidDecker,18847,deckerweb,1
18846,DavidDecker,18848,@deckerweb,1
18847,deckerweb,18846,DavidDecker,1
18847,deckerweb,18848,@deckerweb,1
18848,@deckerweb,18846,DavidDecker,1
18848,@deckerweb,18847,deckerweb,1
18849,AdamShepler,18850,dedicatedshep,1
18849,AdamShepler,18851,@DedicatedShep,1
18850,dedicatedshep,18849,AdamShepler,1
18850,dedicatedshep,18851,@DedicatedShep,1
18851,@DedicatedShep,18849,AdamShepler,1
18851,@DedicatedShep,18850,dedicatedshep,1
18852,MadeDedyAriadi,18853,dedot_,1
18852,MadeDedyAriadi,18854,@dedoth,1
18853,dedot_,18852,MadeDedyAriadi,1
18853,dedot_,18854,@dedoth,1
18854,@dedoth,18852,MadeDedyAriadi,1
18854,@dedoth,18853,dedot_,1
18855,dedywahyusaputra,18856,dedyituaku,1
18855,dedywahyusaputra,18857,@dedyituaku,1
18856,dedyituaku,18855,dedywahyusaputra,1
18856,dedyituaku,18857,@dedyituaku,1
18857,@dedyituaku,18855,dedywahyusaputra,1
18857,@dedyituaku,18856,dedyituaku,1
18858,DeedelosSantos,18859,deedls,1
18858,DeedelosSantos,18860,@deedls,1
18859,deedls,18858,DeedelosSantos,1
18859,deedls,18860,@deedls,1
18860,@deedls,18858,DeedelosSantos,1
18860,@deedls,18859,deedls,1
18861,DeepeshMDivakaran,18862,deepeshmd,1
18861,DeepeshMDivakaran,18863,@deepeshmd,1
18862,deepeshmd,18861,DeepeshMDivakaran,1
18862,deepeshmd,18863,@deepeshmd,1
18863,@deepeshmd,18861,DeepeshMDivakaran,1
18863,@deepeshmd,18862,deepeshmd,1
18864,DawnWright,18865,deepseadawn,1
18864,DawnWright,18866,@deepseadawn,1
18865,deepseadawn,18864,DawnWright,1
18865,deepseadawn,18866,@deepseadawn,1
18866,@deepseadawn,18864,DawnWright,1
18866,@deepseadawn,18865,deepseadawn,1
18867,DarraghAlder,18868,deflemonkid,1
18867,DarraghAlder,18869,@deflemonkid,1
18868,deflemonkid,18867,DarraghAlder,1
18868,deflemonkid,18869,@deflemonkid,1
18869,@deflemonkid,18867,DarraghAlder,1
18869,@deflemonkid,18868,deflemonkid,1
18870,RobertLSmith,18871,defyrecordings,1
18870,RobertLSmith,18872,@defyrecordings,1
18871,defyrecordings,18870,RobertLSmith,1
18871,defyrecordings,18872,@defyrecordings,1
18872,@defyrecordings,18870,RobertLSmith,1
18872,@defyrecordings,18871,defyrecordings,1
18873,DelGeronimoUS,18874,delgeronimo,1
18873,DelGeronimoUS,18875,@delgeronimo,1
18874,delgeronimo,18873,DelGeronimoUS,1
18874,delgeronimo,18875,@delgeronimo,1
18875,@delgeronimo,18873,DelGeronimoUS,1
18875,@delgeronimo,18874,delgeronimo,1
18876,MaricelaDelRio,18877,mariceladelrio,1
18876,MaricelaDelRio,18878,@MaricelaDelRio,1
18877,mariceladelrio,18876,MaricelaDelRio,1
18877,mariceladelrio,18878,@MaricelaDelRio,1
18878,@MaricelaDelRio,18876,MaricelaDelRio,1
18878,@MaricelaDelRio,18877,mariceladelrio,1
18879,DelThatcher,18880,delthatcher,1
18879,DelThatcher,18881,@delthatcher,1
18880,delthatcher,18879,DelThatcher,1
18880,delthatcher,18881,@delthatcher,1
18881,@delthatcher,18879,DelThatcher,1
18881,@delthatcher,18880,delthatcher,1
18882,DeMember,18883,demember,1
18882,DeMember,18884,@demember,1
18883,demember,18882,DeMember,1
18883,demember,18884,@demember,1
18884,@demember,18882,DeMember,1
18884,@demember,18883,demember,1
18885,DenaRochelle,18886,denarochelle,1
18885,DenaRochelle,18887,@DenaRochelle,1
18886,denarochelle,18885,DenaRochelle,1
18886,denarochelle,18887,@DenaRochelle,1
18887,@DenaRochelle,18885,DenaRochelle,1
18887,@DenaRochelle,18886,denarochelle,1
18888,DenaWalker,18889,curlydena,1
18888,DenaWalker,18890,@curlydena,1
18889,curlydena,18888,DenaWalker,1
18889,curlydena,18890,@curlydena,1
18890,@curlydena,18888,DenaWalker,1
18890,@curlydena,18889,curlydena,1
18891,DendiAbdulRohim,18892,dendicious,1
18891,DendiAbdulRohim,18893,@imdaeyeon,1
18892,dendicious,18891,DendiAbdulRohim,1
18892,dendicious,18893,@imdaeyeon,1
18893,@imdaeyeon,18891,DendiAbdulRohim,1
18893,@imdaeyeon,18892,dendicious,1
18894,DengChan,18895,beachdeng,1
18894,DengChan,18896,@beachdeng,1
18895,beachdeng,18894,DengChan,1
18895,beachdeng,18896,@beachdeng,1
18896,@beachdeng,18894,DengChan,1
18896,@beachdeng,18895,beachdeng,1
18897,MilosDenic,18898,dennycoool,1
18897,MilosDenic,18899,@DennyCool,1
18898,dennycoool,18897,MilosDenic,1
18898,dennycoool,18899,@DennyCool,1
18899,@DennyCool,18897,MilosDenic,1
18899,@DennyCool,18898,dennycoool,1
18900,DeniSuryana,18901,denikasep,1
18900,DeniSuryana,18902,@DeniKasep,1
18901,denikasep,18900,DeniSuryana,1
18901,denikasep,18902,@DeniKasep,1
18902,@DeniKasep,18900,DeniSuryana,1
18902,@DeniKasep,18901,denikasep,1
18903,DenisDoelandOfficial,18904,denisdoeland,1
18903,DenisDoelandOfficial,18905,@denisdoeland,1
18904,denisdoeland,18903,DenisDoelandOfficial,1
18904,denisdoeland,18905,@denisdoeland,1
18905,@denisdoeland,18903,DenisDoelandOfficial,1
18905,@denisdoeland,18904,denisdoeland,1
18906,DenisDuBois,18907,denisdubois,1
18906,DenisDuBois,18908,@denisdubois,1
18907,denisdubois,18906,DenisDuBois,1
18907,denisdubois,18908,@denisdubois,1
18908,@denisdubois,18906,DenisDuBois,1
18908,@denisdubois,18907,denisdubois,1
18909,DennisKubon,18910,cubeedoo,1
18909,DennisKubon,18911,@cubeedoo,1
18910,cubeedoo,18909,DennisKubon,1
18910,cubeedoo,18911,@cubeedoo,1
18911,@cubeedoo,18909,DennisKubon,1
18911,@cubeedoo,18910,cubeedoo,1
18912,DennisPlucinik,18913,dennisplucinik,1
18912,DennisPlucinik,18914,@dennisplucinik,1
18913,dennisplucinik,18912,DennisPlucinik,1
18913,dennisplucinik,18914,@dennisplucinik,1
18914,@dennisplucinik,18912,DennisPlucinik,1
18914,@dennisplucinik,18913,dennisplucinik,1
18915,DennisSmithEsq,18916,smithosis,1
18915,DennisSmithEsq,18917,@Smithosis,1
18916,smithosis,18915,DennisSmithEsq,1
18916,smithosis,18917,@Smithosis,1
18917,@Smithosis,18915,DennisSmithEsq,1
18917,@Smithosis,18916,smithosis,1
18918,DenisSokolov,18919,egomaniaque,1
18918,DenisSokolov,18920,@egomaniaque,1
18919,egomaniaque,18918,DenisSokolov,1
18919,egomaniaque,18920,@egomaniaque,1
18920,@egomaniaque,18918,DenisSokolov,1
18920,@egomaniaque,18919,egomaniaque,1
18921,DeprinaGodboldomsprina,18922,thepriparty,1
18921,DeprinaGodboldomsprina,18923,@ItsOnly1Deprina,1
18922,thepriparty,18921,DeprinaGodboldomsprina,1
18922,thepriparty,18923,@ItsOnly1Deprina,1
18923,@ItsOnly1Deprina,18921,DeprinaGodboldomsprina,1
18923,@ItsOnly1Deprina,18922,thepriparty,1
18924,DerekMeyer,18925,derek_meyer,1
18924,DerekMeyer,18926,@Coastal_Social,1
18925,derek_meyer,18924,DerekMeyer,1
18925,derek_meyer,18926,@Coastal_Social,1
18926,@Coastal_Social,18924,DerekMeyer,1
18926,@Coastal_Social,18925,derek_meyer,1
18927,DerekBarney,18928,derekbarneysr,1
18927,DerekBarney,18929,@derekbarney,1
18928,derekbarneysr,18927,DerekBarney,1
18928,derekbarneysr,18929,@derekbarney,1
18929,@derekbarney,18927,DerekBarney,1
18929,@derekbarney,18928,derekbarneysr,1
18930,DerekFromson,18931,derekfromson,1
18930,DerekFromson,18932,@derekfromson,1
18931,derekfromson,18930,DerekFromson,1
18931,derekfromson,18932,@derekfromson,1
18932,@derekfromson,18930,DerekFromson,1
18932,@derekfromson,18931,derekfromson,1
18933,DerekHeisler,18934,derekheisler,1
18933,DerekHeisler,18935,@DerekHeisler,1
18934,derekheisler,18933,DerekHeisler,1
18934,derekheisler,18935,@DerekHeisler,1
18935,@DerekHeisler,18933,DerekHeisler,1
18935,@DerekHeisler,18934,derekheisler,1
18936,DerekMcClain,18937,healthytrucker,1
18936,DerekMcClain,18938,@derekmcclain,1
18937,healthytrucker,18936,DerekMcClain,1
18937,healthytrucker,18938,@derekmcclain,1
18938,@derekmcclain,18936,DerekMcClain,1
18938,@derekmcclain,18937,healthytrucker,1
18939,DerekStewart,18940,drstew_art,1
18939,DerekStewart,18941,@stoobytoons,1
18940,drstew_art,18939,DerekStewart,1
18940,drstew_art,18941,@stoobytoons,1
18941,@stoobytoons,18939,DerekStewart,1
18941,@stoobytoons,18940,drstew_art,1
18942,FabyH,18943,derfreakmusic,1
18942,FabyH,18944,@DerFreak,1
18943,derfreakmusic,18942,FabyH,1
18943,derfreakmusic,18944,@DerFreak,1
18944,@DerFreak,18942,FabyH,1
18944,@DerFreak,18943,derfreakmusic,1
18945,MichalJarjour,18946,derjarjour,1
18945,MichalJarjour,18947,@derjarjour,1
18946,derjarjour,18945,MichalJarjour,1
18946,derjarjour,18947,@derjarjour,1
18947,@derjarjour,18945,MichalJarjour,1
18947,@derjarjour,18946,derjarjour,1
18948,JeffreyBenabioMD,18949,dermdoc,1
18948,JeffreyBenabioMD,18950,@Dermdoc,1
18949,dermdoc,18948,JeffreyBenabioMD,1
18949,dermdoc,18950,@Dermdoc,1
18950,@Dermdoc,18948,JeffreyBenabioMD,1
18950,@Dermdoc,18949,dermdoc,1
18951,OliverLambrecht,18952,dertoco,1
18951,OliverLambrecht,18953,@toco,1
18952,dertoco,18951,OliverLambrecht,1
18952,dertoco,18953,@toco,1
18953,@toco,18951,OliverLambrecht,1
18953,@toco,18952,dertoco,1
18954,GinaDvorak(GNAdv),18955,gnadv,1
18954,GinaDvorak(GNAdv),18956,@GNAdv,1
18955,gnadv,18954,GinaDvorak(GNAdv),1
18955,gnadv,18956,@GNAdv,1
18956,@GNAdv,18954,GinaDvorak(GNAdv),1
18956,@GNAdv,18955,gnadv,1
18957,JRay,18958,designinvan,1
18957,JRay,18959,@DesignInVan,1
18958,designinvan,18957,JRay,1
18958,designinvan,18959,@DesignInVan,1
18959,@DesignInVan,18957,JRay,1
18959,@DesignInVan,18958,designinvan,1
18960,ToniGonzalezMarin,18961,desjekte,1
18960,ToniGonzalezMarin,18962,@desjekte,1
18961,desjekte,18960,ToniGonzalezMarin,1
18961,desjekte,18962,@desjekte,1
18962,@desjekte,18960,ToniGonzalezMarin,1
18962,@desjekte,18961,desjekte,1
18963,DetlevArtelt,18964,detaix,1
18963,DetlevArtelt,18965,@voice_compass,1
18964,detaix,18963,DetlevArtelt,1
18964,detaix,18965,@voice_compass,1
18965,@voice_compass,18963,DetlevArtelt,1
18965,@voice_compass,18964,detaix,1
18966,GaryGilstrap,18967,socially_connected,1
18966,GaryGilstrap,18968,@BluRayadvice,1
18967,socially_connected,18966,GaryGilstrap,1
18967,socially_connected,18968,@BluRayadvice,1
18968,@BluRayadvice,18966,GaryGilstrap,1
18968,@BluRayadvice,18967,socially_connected,1
18969,FrancesMcLean,18970,developit,1
18969,FrancesMcLean,18971,@developit,1
18970,developit,18969,FrancesMcLean,1
18970,developit,18971,@developit,1
18971,@developit,18969,FrancesMcLean,1
18971,@developit,18970,developit,1
18972,DevinBabb,18973,thatguybabb,1
18972,DevinBabb,18974,@thatguybabb,1
18973,thatguybabb,18972,DevinBabb,1
18973,thatguybabb,18974,@thatguybabb,1
18974,@thatguybabb,18972,DevinBabb,1
18974,@thatguybabb,18973,thatguybabb,1
18975,DevonAbejo,18976,pinkcandyhearts,1
18975,DevonAbejo,18977,@nerdtakeover,1
18976,pinkcandyhearts,18975,DevonAbejo,1
18976,pinkcandyhearts,18977,@nerdtakeover,1
18977,@nerdtakeover,18975,DevonAbejo,1
18977,@nerdtakeover,18976,pinkcandyhearts,1
18978,DevranCakmak,18979,devrancakmak,1
18978,DevranCakmak,18980,@cakmakdevran,1
18979,devrancakmak,18978,DevranCakmak,1
18979,devrancakmak,18980,@cakmakdevran,1
18980,@cakmakdevran,18978,DevranCakmak,1
18980,@cakmakdevran,18979,devrancakmak,1
18981,DevynCaldwell,18982,24gotham,1
18981,DevynCaldwell,18983,@24gotham,1
18982,24gotham,18981,DevynCaldwell,1
18982,24gotham,18983,@24gotham,1
18983,@24gotham,18981,DevynCaldwell,1
18983,@24gotham,18982,24gotham,1
18984,AdamWashingtonDextress,18985,dextress,1
18984,AdamWashingtonDextress,18986,@Dextress,1
18985,dextress,18984,AdamWashingtonDextress,1
18985,dextress,18986,@Dextress,1
18986,@Dextress,18984,AdamWashingtonDextress,1
18986,@Dextress,18985,dextress,1
18987,AlexKuskov,18988,dexxtr,1
18987,AlexKuskov,18989,@dexxtr,1
18988,dexxtr,18987,AlexKuskov,1
18988,dexxtr,18989,@dexxtr,1
18989,@dexxtr,18987,AlexKuskov,1
18989,@dexxtr,18988,dexxtr,1
18990,DeyaEddin,18991,deyaeddin,1
18990,DeyaEddin,18992,@DeyaEddin,1
18991,deyaeddin,18990,DeyaEddin,1
18991,deyaeddin,18992,@DeyaEddin,1
18992,@DeyaEddin,18990,DeyaEddin,1
18992,@DeyaEddin,18991,deyaeddin,1
18993,DeyDos,18994,deydos,1
18993,DeyDos,18995,@Dey_Dos,1
18994,deydos,18993,DeyDos,1
18994,deydos,18995,@Dey_Dos,1
18995,@Dey_Dos,18993,DeyDos,1
18995,@Dey_Dos,18994,deydos,1
18996,JosCorreaPisano,18997,dezconocido,1
18996,JosCorreaPisano,18998,@Dezconocido,1
18997,dezconocido,18996,JosCorreaPisano,1
18997,dezconocido,18998,@Dezconocido,1
18998,@Dezconocido,18996,JosCorreaPisano,1
18998,@Dezconocido,18997,dezconocido,1
18999,DezelQuillen,19000,dezel_q,1
18999,DezelQuillen,19001,@myvinespot,1
19000,dezel_q,18999,DezelQuillen,1
19000,dezel_q,19001,@myvinespot,1
19001,@myvinespot,18999,DezelQuillen,1
19001,@myvinespot,19000,dezel_q,1
19002,DezyDeLima,19003,dezdemona75,1
19002,DezyDeLima,19004,@Dezy_D,1
19003,dezdemona75,19002,DezyDeLima,1
19003,dezdemona75,19004,@Dezy_D,1
19004,@Dezy_D,19002,DezyDeLima,1
19004,@Dezy_D,19003,dezdemona75,1
19005,DiegoGancedo77,19006,diegogancedo,1
