Original_location,Location_raw,Location_clean,Location_type,Location_valid,Latitude,Longitude
"Queens, NY","queens, ny","queens, ny",text_location,1,,
"Manila, Philippines","manila, philippines","manila, philippines",text_location,1,,
"Madrid, Comunidad de Madrid","madrid, comunidad de madrid","madrid, comunidad de madrid",text_location,1,,
"Vancouver, British Columbia","vancouver, british columbia","vancouver, british columbia",text_location,1,,
UK,uk,uk,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Seattle, WA - International","seattle, wa - international","seattle, wa - international",text_location,1,,
,,,unknown,0,,
Ontario,ontario,ontario,text_location,1,,
Greater Seattle Area,greater seattle area,greater seattle area,text_location,1,,
,,,unknown,0,,
"Pittsburgh, Pa.","pittsburgh, pa.","pittsburgh, pa.",text_location,1,,
,,,unknown,0,,
"burbank, ca","burbank, ca","burbank, ca",text_location,1,,
"London, England","london, england","london, england",text_location,1,,
,,,unknown,0,,
Brussels,brussels,brussels,text_location,1,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Etxebarri / Basauri (Bizkaia),etxebarri / basauri (bizkaia),etxebarri  basauri bizkaia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Phoenix, Arizona","phoenix, arizona","phoenix, arizona",text_location,1,,
,,,unknown,0,,
"Montreal, QC","montreal, qc","montreal, qc",text_location,1,,
,,,unknown,0,,
the multiverse,the multiverse,the multiverse,text_location,1,,
,,,unknown,0,,
Birmingham,birmingham,birmingham,text_location,1,,
Bonifacio Global City,bonifacio global city,bonifacio global city,text_location,1,,
"Austin, TX","austin, tx","austin, tx",text_location,1,,
Vancouver,vancouver,vancouver,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
"Buenos Aires, Argentina","buenos aires, argentina","buenos aires, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Cologne (Germany),cologne (germany),cologne germany,text_location,1,,
WASH-DC | HAR-CT | SANDIEGO-CA,wash-dc | har-ct | sandiego-ca,wash-dc  har-ct  sandiego-ca,text_location,1,,
☁ Seattle  ✈ Wine Folly,seattle wine folly,seattle wine folly,text_location,1,,
"Columbus, Indiana","columbus, indiana","columbus, indiana",text_location,1,,
,,,unknown,0,,
İstanbul,i̇stanbul,istanbul,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
virtualia,virtualia,virtualia,text_location,1,,
,,,unknown,0,,
"San Juan, PR","san juan, pr","san juan, pr",text_location,1,,
Global,global,global,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Marie-Antoinette is my motto,marie-antoinette is my motto,marie-antoinette is my motto,text_location,1,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
Moscow,moscow,moscow,text_location,1,,
,,,unknown,0,,
"Coimbatore, India","coimbatore, india","coimbatore, india",text_location,1,,
São Paulo,são paulo,são paulo,text_location,1,,
,,,unknown,0,,
"Houston, TX","houston, tx","houston, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Toronto,toronto,toronto,text_location,1,,
,,,unknown,0,,
"Boston, MA","boston, ma","boston, ma",text_location,1,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Italy,italy,italy,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Gainesville, FL","gainesville, fl","gainesville, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Lansdale, PA","lansdale, pa","lansdale, pa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Bandung / Seoul / Singapore,bandung / seoul / singapore,bandung  seoul  singapore,text_location,1,,
"jakarta, indonesia","jakarta, indonesia","jakarta, indonesia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Helsinki, Finland","helsinki, finland","helsinki, finland",text_location,1,,
Los Angeles/Honolulu,los angeles/honolulu,los angeleshonolulu,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Praha,praha,praha,text_location,1,,
"Capital Federal, Argentina","capital federal, argentina","capital federal, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
USA,usa,usa,text_location,1,,
"Dallas, TX","dallas, tx","dallas, tx",text_location,1,,
Indonesia,indonesia,indonesia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
East Sussex UK,east sussex uk,east sussex uk,text_location,1,,
千葉県 市川市,,,unknown,0,,
,,,unknown,0,,
"Michigan, USA","michigan, usa","michigan, usa",text_location,1,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
"Bristol & London, UK","bristol & london, uk","bristol  london, uk",text_location,1,,
Leeds,leeds,leeds,text_location,1,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
,,,unknown,0,,
São Paulo - Brazil,são paulo - brazil,são paulo - brazil,text_location,1,,
"Армавир, Россия","армавир, россия","армавир, россия",text_location,1,,
"Menomonee Falls, WI","menomonee falls, wi","menomonee falls, wi",text_location,1,,
,,,unknown,0,,
"Hamburg, Germany","hamburg, germany","hamburg, germany",text_location,1,,
Paris - Madrid - London,paris - madrid - london,paris - madrid - london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
MDE.,mde.,mde.,text_location,1,,
,,,unknown,0,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
The Hague,the hague,the hague,text_location,1,,
"Chicago, IL","chicago, il","chicago, il",text_location,1,,
Santa Isabel-SP,santa isabel-sp,santa isabel-sp,text_location,1,,
National Capital Region,national capital region,national capital region,text_location,1,,
"Kennesaw, GA","kennesaw, ga","kennesaw, ga",text_location,1,,
,,,unknown,0,,
"Paris, France","paris, france","paris, france",text_location,1,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
São Paulo,são paulo,são paulo,text_location,1,,
,,,unknown,0,,
planet earth,planet earth,planet earth,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Ghent (BE),ghent (be),ghent be,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Soria / Madrid,soria / madrid,soria  madrid,text_location,1,,
Spain,spain,spain,text_location,1,,
"Sevilla, Spain","sevilla, spain","sevilla, spain",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"iPhone: -33.884666,151.179001","iphone: -33.884666,151.179001","-33.884666,151.179001",coordinates,1,-33.884666,151.179001
,,,unknown,0,,
Cincinnati Ohio,cincinnati ohio,cincinnati ohio,text_location,1,,
India,india,india,text_location,1,,
,,,unknown,0,,
"Paris, france","paris, france","paris, france",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Sophia Antipolis,sophia antipolis,sophia antipolis,text_location,1,,
Bochum - Hoboken - Užupis,bochum - hoboken - užupis,bochum - hoboken - užupis,text_location,1,,
,,,unknown,0,,
Nairobi,nairobi,nairobi,text_location,1,,
,,,unknown,0,,
Las Vegas,las vegas,las vegas,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
sweden,sweden,sweden,text_location,1,,
,,,unknown,0,,
"Buenos Aires, Argentina","buenos aires, argentina","buenos aires, argentina",text_location,1,,
"segunda  ⭐️a la derecha, B612","segunda a la derecha, b612","segunda a la derecha, b612",text_location,1,,
,,,unknown,0,,
Wherever,wherever,wherever,text_location,1,,
,,,unknown,0,,
Maine,maine,maine,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Fort Myers/Southwest FL,fort myers/southwest fl,fort myerssouthwest fl,text_location,1,,
"Auburn, GA","auburn, ga","auburn, ga",text_location,1,,
"Melbourne, Australia","melbourne, australia","melbourne, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
global silicon valley,global silicon valley,global silicon valley,text_location,1,,
,,,unknown,0,,
"Saskatoon, Saskatchewan","saskatoon, saskatchewan","saskatoon, saskatchewan",text_location,1,,
"Malibu Canyons, CA.","malibu canyons, ca.","malibu canyons, ca.",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Natal, Brazil","natal, brazil","natal, brazil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Chile,chile,chile,text_location,1,,
,,,unknown,0,,
"Inverkip, Scotland, United Kingdom","inverkip, scotland, united kingdom","inverkip, scotland, united kingdom",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Brazil,brazil,brazil,text_location,1,,
Santiago,santiago,santiago,text_location,1,,
"Bathurst, New Brunswick","bathurst, new brunswick","bathurst, new brunswick",text_location,1,,
Sydney,sydney,sydney,text_location,1,,
arcugnano (VI),arcugnano (vi),arcugnano vi,text_location,1,,
"Fortaleza, Ceará.","fortaleza, ceará.","fortaleza, ceará.",text_location,1,,
"Chicago, IL","chicago, il","chicago, il",text_location,1,,
New Zealand,new zealand,new zealand,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Mexico,mexico,mexico,text_location,1,,
,,,unknown,0,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
DC,dc,dc,text_location,1,,
Colombia,colombia,colombia,text_location,1,,
Bristol,bristol,bristol,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"planes, trains, & automobiles!","planes, trains, & automobiles!","planes, trains,  automobiles",text_location,1,,
SIN CITY NEVADA,sin city nevada,sin city nevada,text_location,1,,
Чебоксары,чебоксары,чебоксары,text_location,1,,
"Istanbul, Turkey","istanbul, turkey","istanbul, turkey",text_location,1,,
Texas,texas,texas,text_location,1,,
"Lower East Side, Manhattan","lower east side, manhattan","lower east side, manhattan",text_location,1,,
Panama,panama,panama,text_location,1,,
"Lima, Perú","lima, perú","lima, perú",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Earth,earth,earth,text_location,1,,
"Bogotá, Colombia","bogotá, colombia","bogotá, colombia",text_location,1,,
,,,unknown,0,,
London,london,london,text_location,1,,
"Barrington, RI","barrington, ri","barrington, ri",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Rome,rome,rome,text_location,1,,
,,,unknown,0,,
Toronto,toronto,toronto,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Michigan,michigan,michigan,text_location,1,,
,,,unknown,0,,
"Taoyuan , Taiwan","taoyuan , taiwan","taoyuan , taiwan",text_location,1,,
,,,unknown,0,,
Barcelona,barcelona,barcelona,text_location,1,,
Davao City,davao city,davao city,text_location,1,,
"Topeka, KS","topeka, ks","topeka, ks",text_location,1,,
,,,unknown,0,,
"Brest, France","brest, france","brest, france",text_location,1,,
,,,unknown,0,,
Mexico,mexico,mexico,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"ÜT: 37.781763,-122.539029","üt: 37.781763,-122.539029","37.781763,-122.539029",coordinates,1,37.781763,-122.539029
"Starkville, MS","starkville, ms","starkville, ms",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Brussels, Belgium","brussels, belgium","brussels, belgium",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Nishio-shi, Aichi","nishio-shi, aichi","nishio-shi, aichi",text_location,1,,
,,,unknown,0,,
India,india,india,text_location,1,,
Kraków Poland,kraków poland,kraków poland,text_location,1,,
"Edmonton, Alberta","edmonton, alberta","edmonton, alberta",text_location,1,,
,,,unknown,0,,
San Francisco,san francisco,san francisco,text_location,1,,
"Medan Kota, Indonesia","medan kota, indonesia","medan kota, indonesia",text_location,1,,
"San Diego, CA","san diego, ca","san diego, ca",text_location,1,,
San Diego,san diego,san diego,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Tayan, Kalimantan Raya","tayan, kalimantan raya","tayan, kalimantan raya",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Bangladesh,bangladesh,bangladesh,text_location,1,,
,,,unknown,0,,
"Bangkok, Thailand","bangkok, thailand","bangkok, thailand",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Dublin, Ireland","dublin, ireland","dublin, ireland",text_location,1,,
,,,unknown,0,,
"Ekaterinburg
, Russia","ekaterinburg , russia","ekaterinburg , russia",text_location,1,,
,,,unknown,0,,
Germany,germany,germany,text_location,1,,
"Mountain View, CA","mountain view, ca","mountain view, ca",text_location,1,,
That London,that london,that london,text_location,1,,
,,,unknown,0,,
Porto,porto,porto,text_location,1,,
"Metro Vancouver, Canada","metro vancouver, canada","metro vancouver, canada",text_location,1,,
"Ipswich, England","ipswich, england","ipswich, england",text_location,1,,
"london, uk","london, uk","london, uk",text_location,1,,
127.0.0.1,127.0.0.1,,ip_address,0,,
Luna,luna,luna,text_location,1,,
San Antonio TX,san antonio tx,san antonio tx,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Capbreton - France,capbreton - france,capbreton - france,text_location,1,,
,,,unknown,0,,
"Kodiak, Alaska","kodiak, alaska","kodiak, alaska",text_location,1,,
The Netherlands,the netherlands,the netherlands,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Delhi, India","delhi, india","delhi, india",text_location,1,,
Chelyabinsk,chelyabinsk,chelyabinsk,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Buenos Aires, Argentina","buenos aires, argentina","buenos aires, argentina",text_location,1,,
"Manresa, Catalunya","manresa, catalunya","manresa, catalunya",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Barcelona,barcelona,barcelona,text_location,1,,
,,,unknown,0,,
United States,united states,united states,text_location,1,,
,,,unknown,0,,
"Hamburg, Deutschland","hamburg, deutschland","hamburg, deutschland",text_location,1,,
"Texas, USA","texas, usa","texas, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Mexico City, Mexico","mexico city, mexico","mexico city, mexico",text_location,1,,
,,,unknown,0,,
"Fenerbahçe, İstanbul","fenerbahçe, i̇stanbul","fenerbahçe, istanbul",text_location,1,,
"North Carolina, USA","north carolina, usa","north carolina, usa",text_location,1,,
,,,unknown,0,,
United States,united states,united states,text_location,1,,
,,,unknown,0,,
"Chicago, IL","chicago, il","chicago, il",text_location,1,,
"Stanford, CA","stanford, ca","stanford, ca",text_location,1,,
"49.970507,14.759988","49.970507,14.759988","49.970507,14.759988",coordinates,1,49.970507,14.759988
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Buenos Aires, Argentina","buenos aires, argentina","buenos aires, argentina",text_location,1,,
istanbul,istanbul,istanbul,text_location,1,,
Kansas City,kansas city,kansas city,text_location,1,,
Till the world ends,till the world ends,till the world ends,text_location,1,,
"Toronto, ON","toronto, on","toronto, on",text_location,1,,
,,,unknown,0,,
"London, England","london, england","london, england",text_location,1,,
,,,unknown,0,,
Lille,lille,lille,text_location,1,,
,,,unknown,0,,
Uruguay,uruguay,uruguay,text_location,1,,
Salerno,salerno,salerno,text_location,1,,
,,,unknown,0,,
Santiago en Chile.,santiago en chile.,santiago en chile.,text_location,1,,
Vigo | Madrid,vigo | madrid,vigo  madrid,text_location,1,,
España,españa,españa,text_location,1,,
,,,unknown,0,,
"Biel, Switzerland","biel, switzerland","biel, switzerland",text_location,1,,
italy,italy,italy,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
London UK.,london uk.,london uk.,text_location,1,,
"New York City, NY","new york city, ny","new york city, ny",text_location,1,,
"Hamilton City, New Zealand","hamilton city, new zealand","hamilton city, new zealand",text_location,1,,
São Paulo/SP/Brasil,são paulo/sp/brasil,são paulospbrasil,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Querétaro.,querétaro.,querétaro.,text_location,1,,
France,france,france,text_location,1,,
,,,unknown,0,,
"Australia, International","australia, international","australia, international",text_location,1,,
,,,unknown,0,,
"Terrigal, Central Coast","terrigal, central coast","terrigal, central coast",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
North America,north america,north america,text_location,1,,
Visit.........,visit.........,visit.........,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Prague, Czech republic","prague, czech republic","prague, czech republic",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Brasil,brasil,brasil,text_location,1,,
,,,unknown,0,,
Ciudad Autónoma de Buenos Aire,ciudad autónoma de buenos aire,ciudad autónoma de buenos aire,text_location,1,,
Nearby,nearby,nearby,text_location,1,,
Barcelona,barcelona,barcelona,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Northern Ireland,northern ireland,northern ireland,text_location,1,,
,,,unknown,0,,
Connecticut,connecticut,connecticut,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Goiânia, BRAZIL","goiânia, brazil","goiânia, brazil",text_location,1,,
"Rio de Janeiro, BRA","rio de janeiro, bra","rio de janeiro, bra",text_location,1,,
,,,unknown,0,,
"Beirut, Lebanon","beirut, lebanon","beirut, lebanon",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Melbourne, Victoria","melbourne, victoria","melbourne, victoria",text_location,1,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
California,california,california,text_location,1,,
,,,unknown,0,,
Porto Alegre-RS,porto alegre-rs,porto alegre-rs,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Silvelake, Los Angeles","silvelake, los angeles","silvelake, los angeles",text_location,1,,
"Phoenix, AZ","phoenix, az","phoenix, az",text_location,1,,
,,,unknown,0,,
Turku,turku,turku,text_location,1,,
,,,unknown,0,,
"Knoxville, TN","knoxville, tn","knoxville, tn",text_location,1,,
"Brasília, DF","brasília, df","brasília, df",text_location,1,,
